Probeset_ID	Gene_Title	Gene_Symbol	ENTREZ_GENE_ID	RefSeq_Transcript_ID
10307004244917_ a/t/   m o n o o x y g e n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 0 6   / /   i r o n   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 9 0 5 5   / /   e l e c t r o n   c a r r i e r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 4 9 1   / /   o x i d o r e d u c t a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 7 0 3 3 0   / /   a r o m a t a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	cytochrome P450, family 2, subfamily c, polypeptide 7 /// cytochrome P450 2C7-like	Cyp2c7 /// LOC100361347	100361347	/// 29298
1370242_at	ribosomal protein S23	Rps23	124323	NM_078617
1370243_a_at	prothymosin alpha	Ptma	29222	NM_021740
1370244_at	cathepsin L1	Ctsl1	25697	NM_013156
1370245_at			NaN	
1370246_at	calmodulin 2	Calm2	50663	NM_017326
1370247_a_at	peripheral myelin protein 22	Pmp22	24660	NM_017037
1370248_at	FXYD domain-containing ion transport regulator 6	Fxyd6	63847	NM_022005
1370249_at	translocator protein	Tspo	24230	NM_012515
1370250_at	ubiquitin-conjugating enzyme E2I (UBC9 homolog, yeast)	Ube2i	25573	NM_013050
1370251_at	arginine vasopressin-induced 1	Avpi1	171386	NM_134373
1370252_at	arginine vasopressin-induced 1 /// similar to arginine vasopressin-induced 1	Avpi1 /// LOC689723	171386	/// 689723
1370253_at	ribosomal protein L22	Rpl22	81768	NM_031104
1370254_at	chloride intracellular channel 5	Clic5	94272	NM_053603
1370255_at	surfactant protein C	Sftpc	50683	NM_017342
1370256_at	frizzled homolog 1 (Drosophila)	Fzd1	58868	NM_021266
1370257_at	phospholipase A2, group IB, pancreas	Pla2g1b	29526	NM_031585
1370258_at	basic leucine zipper and W2 domains 2	Bzw2	171439	NM_134402
1370259_a_at	parathyroid hormone 1 receptor	Pth1r	56813	NM_020073
1370260_at	adducin 3 (gamma)	Add3	25230	NM_001164103 /// NM_031552
1370261_at	ribosomal protein S6 kinase polypeptide 1	Rps6ka1	81771	NM_031107
1370262_at	metadherin	Mtdh	170910	NM_133398
1370263_at	delta-like 3 (Drosophila)	Dll3	114125	NM_053666
1370264_at	spectrin repeat containing, nuclear envelope 1	Syne1	499010	NM_001029909
1370265_at	arrestin, beta 2	Arrb2	25388	NM_012911
1370266_at			NaN	
1370267_at	glycogen synthase kinase 3 beta	Gsk3b	84027	NM_032080
1370268_at	potassium voltage-gated channel, shaker-related subfamily, member 5	Kcna5	25470	NM_012972
1370269_at	cytochrome P450, family 1, subfamily a, polypeptide 1	Cyp1a1	24296	NM_012540
1370270_at	testicular cell adhesion molecule 1	Tcam1	59305	NM_021673
10307406287418_ a/_/a th y d r o x y a p a t i t e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y	glutamine/glutamic acid-rich protein A /// glutamine/glutamic acid-rich protein A /// rCG29588-like	Grpca /// Grpcb /// LOC100360165	100360165	/// 192266 /// 360395
10307406287428_ x/_/a th y d r o x y a p a t i t e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y	glutamine/glutamic acid-rich protein A /// rCG29588-like	Grpca /// LOC100360165	100360165	/// 192266
10307406287438_ a/t/   h y d r o x y a p a t i t e   b i n d i n g   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y	glutamine/glutamic acid-rich protein A /// glutamine/glutamic acid-rich protein A /// rCG29588-like	Grpca /// Grpcb /// LOC100360165	100360165	/// 192266 /// 360395
1370274_at	ubiquitin B	Ubb	192255	NM_138895
1370275_at	ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide	Atp5b	171374	NM_134364
1370276_at	ATP synthase, H+ transporting, mitochondrial F1 complex, O subunit	Atp5o	192241	NM_138883
1370277_at	solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 3	Slc25a3	245959	NM_139100
1370278_at	ATP synthase, H+ transporting, mitochondrial F1 complex, delta subunit	Atp5d	245965	NM_139106
1370279_at	crystallin, alpha A	Cryaa	24273	NM_012534
1370280_at	hypoxanthine phosphoribosyltransferase 1	Hprt1	24465	NM_012583
1370281_at	fatty acid binding protein 5, epidermal	Fabp5	140868	NM_145878
1370282_at	cysteine and glycine-rich protein 2	Csrp2	29317	NM_177425
1370283_at	heat shock protein 5	Hspa5	25617	NM_013083
1370284_at	ATP synthase, H+ transporting, mitochondrial F1 complex, epsilon subunit	Atp5e	245958	NM_139099
1370285_at	calcium binding and coiled coil domain 1	Calcoco1	246047	NM_139190
1370286_at	solute carrier family 38, member 2	Slc38a2	29642	NM_181090
1370287_a_at	tropomyosin 1, alpha	Tpm1	24851	NM_001034068 /// NM_001034069 /// NM_001034070 /// NM_001034071 /// NM_001034072 /// NM_001034073 /// NM_001034074 /// NM_001034075 /// NM_019131
1370288_a_at	tropomyosin 1, alpha	Tpm1	24851	NM_001034068 /// NM_001034069 /// NM_001034070 /// NM_001034071 /// NM_001034072 /// NM_001034073 /// NM_001034074 /// NM_001034075 /// NM_019131
1370289_x_at	kallikrein, submaxillary gland S3	Klks3	292868	NM_175759
1370290_at	tubulin, beta 5	Tubb5	29214	NM_173102
1370291_at	PDZ and LIM domain 3	Pdlim3	114108	NM_053650
1370292_a_at	crystallin, gamma C	Crygc	24277	NM_001081660 /// NM_033483
1370293_at	GATA binding protein 4	Gata4	54254	NM_144730
1370294_a_at	cell division cycle 20 homolog (S. cerevisiae)	Cdc20	64515	NM_171993
1370295_at	non-metastatic cells 1, protein (NM23A) expressed in	Nme1	191575	NM_138548
10307003289264_ a/t/   c a t a l y t i c   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 1 5   / /   p r o t e i n   b i n d i n g   / /   n o t   r e c o r d e d   / / /   0 0 0 8 2 8 9   / /   l i p i d   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 4 9 1   / /   o x i d o r e d u c t a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 7 4 0   / /   t r a n s f e r a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 7 4 7   / /   t r a n s f e r a s e   a c t i v i t y ,   t r a n s f e r r i n g   a c y l   g r o u p s   o t h e r   t h a n   a m i n o - a c y l   g r o u p s   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 3 2 9 3 4   / /   s t e r o l   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 3 3 8 1 4   / /   p r o p a n o y l - C o A   C - a c y l t r a n s f e r a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	podocan /// sterol carrier protein 2	Podn /// Scp2	25541	/// 313483
1370297_at	polo-like kinase 1 (Drosophila)	Plk1	25515	NM_017100
1370298_at	coiled-coil domain containing 56	Ccdc56	498000	NM_001109047
1370299_at	aldolase B, fructose-bisphosphate	Aldob	24190	NM_012496
1370300_at	prolactin regulatory element binding	Preb	58842	NM_001170708 /// XM_002726713 /// XM_002729612
1370301_at	matrix metallopeptidase 2	Mmp2	81686	NM_031054
1370302_at	shroom family member 2	Shroom2	317435	NM_001047893
1370303_at	solute carrier family 35, member A4	Slc35a4	257647	NM_147140
1370304_at	translocase of inner mitochondrial membrane 17 homolog A (yeast)	Timm17a	54311	NM_019351
1370305_at	Yip1 interacting factor homolog (S. cerevisiae)	Yif1	171441	NM_172017
1370306_at	peroxisomal biogenesis factor 14	Pex14	64460	NM_172063
1370307_at	agrin	Agrn	25592	NM_175754
1370308_at	dCTP pyrophosphatase 1	Dctpp1	192252	NM_138892
1370309_a_at	heterogeneous nuclear ribonucleoprotein A/B	Hnrnpab	83498	NM_031330
1370310_at	3-hydroxy-3-methylglutaryl-Coenzyme A synthase 2 (mitochondrial)	Hmgcs2	24450	NM_173094
1370311_at	eukaryotic translation initiation factor 2B, subunit 1 alpha	Eif2b1	64514	NM_172029
1370312_at	spondin 1, extracellular matrix protein	Spon1	64456	NM_172067
1370313_at	acyl-CoA thioesterase 7	Acot7	26759	NM_001146061 /// NM_013214
1370314_at	solute carrier family 20 (phosphate transporter), member 1	Slc20a1	81826	NM_031148
1370315_a_at	stathmin-like 4	Stmn4	79423	NM_019176
1370316_at	HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1	Hspbp1	246146	NM_139261
1370317_at	asparagine-linked glycosylation 10, alpha-1,2-glucosyltransferase homolog (S. pombe)	Alg10	245960	NM_139101
1370318_at	phosphatidylinositol 4-kinase, catalytic, alpha	Pi4ka	64161	NM_022301
1370319_at	peptidylprolyl isomerase F	Ppif	282819	NM_172243
1370320_at	phenazine biosynthesis-like protein domain containing	Pbld	171564	NM_138530
1370321_at	apoptosis-inducing factor, mitochondrion-associated 1	Aifm1	83533	NM_031356
1370322_at	serine/threonine kinase 16	Stk16	286927	NM_173142
1370323_at	thimet oligopeptidase 1	Thop1	64517	NM_172075
1370324_at	ATPase, Cu++ transporting, beta polypeptide	Atp7b	24218	NM_012511
1370325_at	golgi reassembly stacking protein 2	Gorasp2	113961	NM_001007720
1370326_at	PCTAIRE protein kinase 1	Pctk1	81741	NM_001004132 /// NM_031077
1370327_at	COMM domain containing 5	Commd5	245974	NM_139108
1370328_at	dickkopf homolog 3 (Xenopus laevis)	Dkk3	171548	NM_138519
1370329_at	cytochrome P450, family 2, subfamily d, polypeptide 4	Cyp2d4	171522	NM_138515
1370330_at	signal-induced proliferation-associated 1 like 1	Sipa1l1	246212	NM_139330
1370331_at	interleukin 11 receptor, alpha chain 1	Il11ra1	245983	NM_139116
1370332_at	unc-13 homolog D (C. elegans)	Unc13d	192177	NM_138844
			NaN	
1370334_at	pleckstrin homology domain containing, family B (evectins) member 1	Plekhb1	64471	NM_172033
1370335_at	DAB2 interacting protein	Dab2ip	192126	NM_138710
1370336_at	oxidative stress induced growth inhibitor 1	Osgin1	171493	NM_138504
1370337_at	CCCTC-binding factor (zinc finger protein)	Ctcf	83726	NM_031824
1370338_at	histamine receptor H 1	Hrh1	24448	NM_017018
1370339_at	tropomyosin 3, gamma	Tpm3	117557	NM_057208 /// NM_173111
1370340_x_at	tropomyosin 3, gamma	Tpm3	117557	NM_057208 /// NM_173111
1370341_at	enolase 2, gamma, neuronal	Eno2	24334	NM_139325
1370342_at	potassium channel, subfamily K, member 2	Kcnk2	170899	NM_172041 /// NM_172042
1370343_at	XPA binding protein 2	Xab2	245976	NM_139109
1370344_at	heat shock protein 4	Hspa4	266759	NM_153629
1370345_at	cyclin B1	Ccnb1	25203	NM_171991
1370346_at	cyclin B1	Ccnb1	25203	NM_171991
1370347_at	PDZ and LIM domain 7	Pdlim7	286908	NM_173125
1370348_at	ninjurin 1	Ninj1	25338	NM_012867
1370349_a_at	similar to Urinary protein 3 precursor (RUP-3) /// urinary protein 2	LOC680367 /// Rup2	619560	/// 680367
1370350_x_at	similar to Urinary protein 3 precursor (RUP-3) /// similar to Urinary protein 2 precursor (RUP-2)	LOC680367 /// LOC680406	680367	/// 680406
1370351_at	tudor domain containing 7	Tdrd7	85425	NM_138871
10307004305921_ a/t/   c a r b o x y l e s t e r a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 4 0 9 1   / /   c a r b o x y l e s t e r a s e   a c t i v i t y   / /   t r a c e a b l e   a u t h o r   s t a t e m e n t   / / /   0 0 1 6 2 9 0   / /   p a l m i t o y l - C o A   h y d r o l a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 1 6 7 8 7   / /   h y d r o l a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	carboxylesterase-like 1 /// carboxylesterase ES-4	Cesl1 /// LOC100125372	100125372	/// 501232
1370353_at	translocase of inner mitochondrial membrane 22 homolog (yeast)	Timm22	79463	XM_001080619 /// XM_340856
1370354_at	poly (ADP-ribose) glycohydrolase	Parg	83507	NM_031339
1370355_at	stearoyl-Coenzyme A desaturase 1	Scd1	246074	NM_139192
1370356_at	RNA binding motif protein 10	Rbm10	64510	NM_152861
1370357_at	solute carrier family 30 (zinc transporter), member 4	Slc30a4	64469	NM_172066
1370358_at	two pore segment channel 1	Tpcn1	246215	NM_139332
1370359_at	amylase, alpha 1A (salivary)	Amy1a	24203	NM_001010970
1370360_at	similar to RIKEN cDNA 1500031L02	RGD621352	192229	NM_138865
1370361_at	cell growth regulator with EF hand domain 1	Cgref1	245918	NM_139087
1370362_at	protein tyrosine phosphatase, receptor type, N	Ptprn	116660	NM_053881
1370363_at	carboxylesterase 3	Ces3	113902	NM_133295
1370364_at	ADP-ribosylation factor GTPase activating protein 1	Arfgap1	246310	NM_145090
1370365_at	glutathione synthetase	Gss	25458	NM_012962
1370366_at	translocase of inner mitochondrial membrane 10 homolog (yeast)	Timm10	64464	NM_172074
1370367_at	solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	Slc1a1	25550	NM_013032
1370368_at	calcineurin binding protein 1	Cabin1	94165	NM_053575
1370369_at	granzyme M (lymphocyte met-ase 1)	Gzmm	29252	NM_057183
1370370_at	hyaluronoglucosaminidase 2	Hyal2	64468	NM_172040
10307109397011_ a/_/a tp r o t e i n   k i n a s e   b i n d i n g   / /   i n f e r r e d   f r o m   p h y s i c a l   i n t e r a c t i o n	carcinoembryonic antigen-related cell adhesion molecule 1 (biliary glycoprotein) /// carcinoembryonic antigen-related cell adhesion molecule 10	Ceacam1 /// Ceacam10	287009	/// 81613
1370372_at	RASD family, member 2	Rasd2	171099	NM_133568
1370373_at	RASD family, member 2	Rasd2	171099	NM_133568
1370374_at	STEAP family member 3	Steap3	170824	NM_133314
1370375_at	glutaminase 2 (liver, mitochondrial)	Gls2	192268	NM_138904
1370376_a_at	cold shock domain protein A	Csda	83807	NM_031979
10307004347977_ a/t/   m o n o o x y g e n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   d i r e c t   a s s a y   / / /   0 0 0 4 4 9 7   / /   m o n o o x y g e n a s e   a c t i v i t y   / /   t r a c e a b l e   a u t h o r   s t a t e m e n t   / / /   0 0 0 4 4 9 7   / /   m o n o o x y g e n a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 5 5 0 6   / /   i r o n   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 0 9 0 5 5   / /   e l e c t r o n   c a r r i e r   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 4 9 1   / /   o x i d o r e d u c t a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 1 6 7 1 2   / /   o x i d o r e d u c t a s e   a c t i v i t y ,   a c t i n g   o n   p a i r e d   d o n o r s ,   w i t h   i n c o r p o r a t i o n   o r   r e d u c t i o n   o f   m o l e c u l a r   o x y g e n ,   r e d u c e d   f l a v i n   o r   f l a v o p r o t e i n   a s   o n e   d o n o r ,   a n d   i n c o r p o r a t i o n   o f   o n e   a t o m   o f   o x y g e n   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 2 0 0 3 7   / /   h e m e   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 4 6 8 7 2   / /   m e t a l   i o n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n   / / /   0 0 7 0 3 3 0   / /   a r o m a t a s e   a c t i v i t y   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	cytochrome P450, family 2, subfamily d, polypeptide 1 /// cytochrome P450, family 2, subfamily d, polypeptide 5	Cyp2d1 /// Cyp2d5	266684	/// 286963
1370378_at	ATP synthase, H+ transporting, mitochondrial F1 complex, alpha subunit 1, cardiac muscle	Atp5a1	65262	NM_023093
1370379_at	protease, serine, 8	Prss8	192107	NM_138836
1370380_s_at	nuclear receptor subfamily 2, group F, member 6	Nr2f6	245980	NM_139113
1370381_at	proline-rich nuclear receptor coactivator 1	Pnrc1	286988	NM_173322
1370382_at	RT1 class II, locus Db1	RT1-Db1	294270	NM_001008884
1370383_s_at	RT1 class II, locus Db1	RT1-Db1	294270	NM_001008884
1370384_a_at	prolactin receptor	Prlr	24684	NM_001034111 /// NM_012630
1370385_at	phospholipase A2, group VI (cytosolic, calcium-independent)	Pla2g6	360426	NM_001005560
1370386_at	RuvB-like 1 (E. coli)	Ruvbl1	65137	NM_147177
1370387_at	cytochrome P450, family 3, subfamily a, polypeptide 9	Cyp3a9	171352	NM_147206
1370388_at	solute carrier family 9 (sodium/hydrogen exchanger), member 5	Slc9a5	192215	NM_138858
1370389_at	glycoprotein m6b	Gpm6b	192179	NM_138846
1370390_at	coronin 6	Coro6	245982	NM_139115
1370391_at	cellular retinoic acid binding protein 2	Crabp2	29563	NM_017244
1370392_at	transient receptor potential cation channel, subfamily M, member 4	Trpm4	171143	NM_001136229
1370393_at	HAUS augmin-like complex, subunit 1	Haus1	192228	NM_138864
10307003389243_ a/t/   a n t i g e n   b i n d i n g   / /   i n f e r r e d   f r o m   e l e c t r o n i c   a n n o t a t i o n	gamma-2a immunoglobulin heavy chain /// hypothetical protein LOC100363671	IgG-2a /// LOC100363671	100363671	/// 367586
			NaN	
1370396_x_at	urinary protein 2	Rup2	619560	NM_001034950
1370397_at	cytochrome P450, family 4, subfamily a, polypeptide 3	Cyp4a3	298423	NM_175760
1370398_at	spermatogenesis associated 7	Spata7	192225	NM_138862
1370399_at	cytochrome P450, family 4, subfamily b, polypeptide 1	Cyp4b1	24307	NM_016999
1370400_at	RT1 class Ib, locus N3	RT1-N3	24750	NM_001008855
1370401_at	lymphocyte antigen 6 complex, locus B	Ly6b	246138	NM_139257
1370402_at	EGF-like-domain, multiple 7	Egfl7	245963	NM_139104
1370403_at	Prolactin family 2, subfamily b, member 1	Prl2b1	192224	NM_138861
1370404_at	cystatin 12	Cst12	266776	NM_153734
1370405_at	mast cell protease 1	Mcpt1	29265	NM_017145
1370406_a_at	Cd55 molecule	Cd55	64036	NM_022269
1370407_at	prenylcysteine oxidase 1	Pcyox1	246302	NM_145085
1370408_at	putative small membrane protein NID67	Nid67	286910	NM_173126
1370409_at	solute carrier family 38, member 1	Slc38a1	170567	NM_138832
1370410_at	immunoglobulin superfamily, member 1	Igsf1	302822	NM_175763
1370411_at	transient receptor potential cation channel, subfamily C, member 1	Trpc1	89821	NM_053558
1370412_at	troponin T type 1 (skeletal, slow)	Tnnt1	171409	NM_134388
1370413_at	nuclear receptor subfamily 2, group C, member 1	Nr2c1	252924	NM_145780
1370414_at	RAB38, member RAS oncogene family	Rab38	252916	NM_145774
1370415_at	Ras association (RalGDS/AF-6) domain family member 5	Rassf5	54355	NM_019365
1370416_at	Max dimerization protein 3	Mxd3	252915	NM_145773
1370417_at	gonadotropin-releasing hormone 1 (luteinizing-releasing hormone)	Gnrh1	25194	NM_012767
1370418_s_at	synaptotagmin XVII	Syt17	192189	NM_138849
1370419_a_at	SH3-domain kinase binding protein 1	Sh3kbp1	84357	NM_053360
1370420_at	steroid-5-alpha-reductase, alpha polypeptide 1 (3-oxo-5 alpha-steroid delta 4-dehydrogenase alpha 1)	Srd5a1	24950	NM_017070
1370421_a_at	cullin-associated and neddylation-dissociated 2 (putative)	Cand2	192226	NM_181362
1370422_at	receptor-interacting serine-threonine kinase 3	Ripk3	246240	NM_139342
1370423_at	guanine nucleotide binding protein, alpha 15	Gna15	89788	NM_053542
1370424_at	proline-rich protein BstNI subfamily 1	Prb1	257651	NM_172065
1370425_at	alpha-2u globulin PGCL1	LOC259246	259246	NM_147214
1370426_a_at	ATPase, Ca++ transporting, cardiac muscle, slow twitch 2	Atp2a2	29693	NM_001110139 /// NM_001110823 /// NR_027839
