	Liver	Brain	Lung
1376285_at	5.4118601477	6.8324251317	7.8286254253
1376286_at	3.7396434243	4.3088009697	3.19548593
1376287_at	3.340979386	3.0078483043	3.580445096
1376288_at	7.3185815247	7.2611268497	6.5538161727
1376289_at	3.2135333587	3.0265077567	3.1091867383
1376290_at	6.4569249973	7.4332363163	6.3389708477
1376291_at	5.5808261373	5.335600847	5.4212163663
1376292_at	4.0298888447	2.8525825847	7.578263731
1376293_at	5.5415916827	5.156421697	4.9796954457
1376294_at	7.0840327717	6.6648527937	6.6649741003
1376295_at	6.044726878	6.3652267383	5.2475398227
1376296_at	4.0352586233	3.412555039	4.1966893937
1376297_at	6.4862544367	5.844338388	8.3994879747
1376298_at	7.8942152097	8.652237909	8.5958584037
1376299_at	7.3066955253	7.296460404	8.191148855
1376300_at	7.7940615853	8.17053285	7.3860062777
1376301_at	5.2048197923	4.760372052	4.748804537
1376302_at	4.7430599113	8.315718003	6.3869677633
1376303_a_at	6.4460842787	5.6579768817	6.0772979663
1376304_at	7.4187949243	4.18542949	6.4745812233
1376305_at	4.8435462997	5.0042753237	5.3753960777
1376306_at	3.782068555	3.3044208493	3.2018168507
1376307_a_at	7.9744498993	7.7921618603	7.816115774
1376308_at	3.8532635543	2.9108956833	3.2313376807
1376309_at	5.9936438263	6.2354031477	6.2400200497
1376310_at	4.7385739923	9.082519299	4.528134727
1376311_at	4.7537076277	7.7847068983	2.7085876007
1376312_a_at	7.8542922213	7.2182854303	7.3095486057
1376313_at	6.8958884843	5.0787121653	6.206194339
1376314_at	7.8325200953	9.1634805373	8.7877410103
1376315_at	8.0620046267	5.6593432323	6.8297892127
1376316_at	4.6813575593	5.2916267317	4.771519154
1376317_at	4.5255174323	6.126931384	5.2326595953
1376318_at	6.024222995	6.6134398797	5.8069385493
1376319_at	8.189719011	7.2748597263	11.0664511067
1376320_at	5.3234899503	8.281136712	5.834609993
1376321_at	5.693918371	4.511539729	8.4272268187
1376322_at	5.2571336287	5.6634855043	4.1247116793
1376323_at	6.9611932213	6.6801388337	6.1240544193
1376324_at	5.033670428	6.6557357767	6.542447792
1376325_at	7.0540776407	6.9360216177	7.4437266577
1376326_at	3.3149506557	3.1992410397	3.015403867
1376327_at	5.0449162323	3.516572856	7.1311672927
1376328_at	3.8395332743	8.3823865347	7.4200459827
1376329_at	4.4631681317	4.5139897157	4.3557559453
1376330_at	3.49804381	3.117477255	3.1553286173
1376331_at	6.1306738417	6.6923368413	5.0355912777
1376332_at	5.0790736157	4.3493592667	5.2651530357
1376333_at	7.6536491513	8.3595840783	7.9755350037
1376334_at	3.951569993	4.9478124257	5.0760825947
1376335_at	6.775005513	6.4648135513	6.5462531283
1376336_at	6.189671888	7.4603423697	7.0669545693
1376337_at	8.4435185443	9.7593149777	9.354898096
1376338_at	3.3555780733	2.9512528863	3.393497229
1376339_at	6.9849353927	7.256828685	8.5896690627
1376340_a_at	8.3045716147	7.4966027147	7.5616094723
1376341_at	5.528991941	8.3715180847	6.7249729303
1376342_at	7.2212363867	7.1076236793	6.5508074973
1376343_at	6.863078632	6.9397658907	6.7775789627
1376344_at	5.040351781	4.6053883473	9.2633655657
1376345_at	4.219044231	9.588930347	3.709854908
1376346_at	6.4997822193	3.8805804923	4.4668426893
1376347_at	7.21193807	7.5100773303	7.995052283
1376348_at	6.4777928983	6.3516479177	6.0164112343
1376349_a_at	5.383205613	5.197860059	4.3660947523
1376350_at	4.8339662577	6.741001063	5.0102275377
1376351_at	5.8775779153	5.2525596387	6.209142412
1376352_at	3.731419017	3.478344487	3.5002176997
1376353_at	5.842858007	5.5781062443	5.9362910373
1376354_a_at	3.9697685793	3.433381462	4.337470841
1376355_at	4.01690693	4.6494549983	3.9278165323
1376356_a_at	5.9809380523	5.3679846783	6.4883732687
1376357_at	7.9474978257	8.5000064777	8.435722115
1376358_at	4.1759794047	5.3138613623	3.8682369107
1376359_at	3.5003186603	3.252893175	4.0118659157
1376360_at	4.85926875	4.5342728343	4.166487683
1376361_at	6.0229522283	5.509950792	5.7339976033
1376362_at	3.911569177	9.462879815	4.0133026463
1376363_at	5.59939888	7.9775008063	6.002816144
1376364_at	3.3400155733	3.3340995827	2.8554855917
1376365_at	3.5927029883	3.169567814	3.1393462867
1376366_at	9.2639425783	9.21465402	9.3658881607
1376367_at	4.321248351	4.074682269	3.911211526
1376368_at	7.146503928	5.808459478	6.870408258
1376369_at	6.021131805	5.415990775	5.675824884
1376370_at	5.083635554	5.5718144653	5.4417383357
1376371_at	7.3806427103	4.7199606207	5.4109494273
1376372_at	4.168087533	5.0400440997	3.604238195
1376373_at	2.6576545793	2.737852669	2.55149125
1376374_at	5.8346120853	6.9571015023	6.0552728283
1376375_at	3.3642778897	3.3342636717	2.655031946
1376376_at	8.1971238057	8.1837223147	8.30437602
1376377_at	3.4176844793	3.6419487847	3.4466354023
1376378_at	4.144818694	4.210282958	3.7666223387
1376379_a_at	7.432322557	6.4524157613	7.199443877
1376380_at	4.7421022857	4.189773149	4.1178867113
1376381_at	3.6194052043	3.197617473	3.3037011753
1376382_at	3.3233229107	2.9003877027	2.9696453967
1376383_at	4.6623968037	4.649071858	4.6027737577
1376384_at	7.241540832	5.9536698283	6.03279104
1376385_at	4.219816071	3.6548903513	3.4190879393
1376386_at	5.2905249573	5.908919181	5.4706363713
1376387_at	3.5945814263	4.1792079653	3.3704168753
1376388_at	4.111345119	7.2730423003	4.0277353273
1376389_at	3.4797017723	3.275272422	3.0331937537
1376390_at	6.191379326	3.7100639157	5.557573301
1376391_at	2.9180658857	2.7926455813	2.8996896717
1376392_at	4.9413569533	5.0325097317	5.479990683
1376393_at	4.3137033797	3.5636648117	3.497040285
1376394_at	4.6023439553	3.2054587957	5.3088101787
1376395_at	4.549634429	8.5507216787	4.341263352
1376396_a_at	3.7090310883	6.9393366527	3.6135792773
1376397_at	5.9162858777	5.0884884733	5.650084319
1376398_at	5.083110147	4.4794894293	7.711354484
1376399_at	3.484506634	3.032354607	3.0006902567
1376400_at	4.9181799343	5.253580766	5.050809835
1376401_at	8.3673467823	7.737480618	6.8041952477
1376402_a_at	6.7891336677	6.9134003143	5.6566215217
1376403_at	4.8386554267	4.6656826333	4.468362276
1376404_at	5.3926566137	5.3198305843	4.9842783463
1376405_at	5.5346481853	5.9063640877	5.737680151
1376406_at	4.3694954267	3.7886307893	4.0080091167
1376407_a_at	7.7310833957	7.7016732817	7.2789275713
1376408_at	5.1711349833	4.37309703	4.9795826953
1376409_at	5.3521225463	6.6761019977	5.9911989503
1376410_at	6.3841838893	8.285703089	6.573779818
1376411_at	7.0424585	7.9841495017	8.7131550117
1376412_at	5.1148177363	6.4363783753	4.1936195953
1376413_at	4.1461383463	4.8734029047	3.9887395307
1376414_x_at	6.669709279	6.8772182883	6.9649764407
1376415_at	7.6292061673	6.2789871543	6.4295456343
1376416_at	6.725782941	7.081491962	6.789348748
1376417_at	4.097665097	6.4493191683	5.094728608
1376418_a_at	8.3197132443	8.4046760333	7.9930849293
1376419_at	6.3883251877	8.1199870893	7.663153211
1376420_at	4.8702790803	4.0782606993	4.070598396
1376421_at	5.4351818857	7.1843410213	5.7651569457
1376422_at	3.8036396223	4.0093528673	3.7161108027
1376423_at	4.9260399577	6.0194579323	4.8231855453
1376424_at	6.5295119477	8.098544359	7.288805894
1376425_at	3.9979101853	6.3085233607	7.6682198937
1376426_at	4.3395901493	3.6713470007	4.0257975903
1376427_a_at	8.5092043483	6.4391842927	4.1312101137
1376428_at	4.460430718	3.728038012	4.9688973657
1376429_at	5.553401495	4.7799708877	4.665267177
1376430_at	6.573639375	5.156778284	5.9460716517
1376431_at	8.11550076	6.2681972133	6.874561797
1376432_at	7.394173349	5.640745298	6.4823719287
1376433_at	3.5483714563	3.335377375	3.0366523503
1376434_at	4.072754035	10.2718808667	3.594255703
1376435_at	8.7825977213	3.889855144	6.5639286587
1376436_at	8.656818102	7.009081732	7.7379415113
1376437_at	10.7081986167	7.4986290213	8.5112548367
1376438_at	6.1309787577	6.9154362873	6.860133853
1376439_at	3.7617709837	3.6608853903	4.040283928
1376440_at	9.151672459	7.6625673043	7.98071581
1376441_at	6.228593294	9.4380089473	7.844985127
1376442_at	4.2237767463	3.69731704	4.0335438173
1376443_at	5.3580317863	5.7597071597	5.7340128937
1376444_at	6.19328095	6.1979968957	5.789895537
1376445_at	4.687362064	3.9603625507	4.1909273883
1376446_at	7.9726146753	5.9906585213	6.7479204067
1376447_at	6.0069384443	5.515149903	5.6798308543
1376448_at	7.6887309413	7.6822258797	7.9187643367
1376449_at	4.9351762253	5.785738854	4.723009765
1376450_at	7.85971632	7.7123054273	7.8655983957
1376451_at	6.836136169	7.4333720367	7.4772660987
1376452_at	4.4004291927	3.650279676	3.8432645663
1376453_at	3.8433828157	4.7284747227	4.6405730413
1376454_at	6.5585813573	5.745189777	6.9300128497
1376455_at	6.8760409767	4.5990556037	5.902699845
1376456_at	5.1839023347	4.6015735743	4.119813501
1376457_at	6.3105776403	5.898326428	9.3381613243
1376458_at	4.064415289	5.1491236003	3.8168677263
1376459_at	5.7400522327	10.1517039767	4.7226683713
1376460_at	3.5355428387	8.8913283323	3.573405757
1376461_at	5.0647537453	4.135634227	4.1861388477
1376462_at	3.5462107433	3.3282578437	3.116635177
1376463_at	4.6420065117	8.6550735903	4.253714021
1376464_at	5.68885135	6.3849888797	5.954252483
1376465_at	5.5607237037	7.3391540087	6.6764011727
1376466_at	4.6812988443	4.2997916307	4.3496539517
1376467_at	6.329708064	5.6020898713	5.7577957863
1376468_at	7.7370616197	7.9233056007	7.456930746
1376469_at	3.538735852	3.0557861897	3.1005943903
1376470_at	4.9416883407	5.8127317207	5.931990864
1376471_at	3.752254773	5.24328462	3.1429128387
1376472_at	5.8624614583	5.4920633137	6.3481451137
1376473_at	3.5872212653	3.210437141	3.0853451337
1376474_at	3.5659986273	3.2462018437	3.2012394937
1376475_at	4.5354131883	4.221665873	4.201078515
1376476_at	6.0589793823	6.5379091097	6.0728215197
1376477_at	3.579950069	6.2001159243	3.1379411297
1376478_at	3.8621965193	5.659366005	3.3454421863
1376479_at	6.2145294813	5.7070712643	5.5072523893
1376480_at	3.295558792	3.15120168	3.3055984617
1376481_at	5.25116797	4.7608258867	7.313060658
1376482_at	3.1592209953	3.860813021	2.9873231343
1376483_at	7.6141344393	7.312625873	7.92929986
1376484_at	4.1386569847	3.554314788	3.6758884543
1376485_at	4.1515186793	5.657159793	4.0182890803
1376486_at	6.733963954	8.7517470607	6.7431203183
1376487_at	4.9486809113	4.5305873233	4.3919123093
1376488_at	7.0190851303	8.17431734	7.6072625997
1376489_at	7.5838072777	8.6535305893	8.9738500733
1376490_at	5.3194539307	8.01751554	5.44565936
1376491_a_at	3.326661539	3.10382086	3.1153662027
1376492_at	7.8025762343	8.103791676	8.3954012543
1376493_at	7.895657913	7.108959919	7.3865035167
1376494_at	6.125364145	5.9687747503	5.3984597743
1376495_at	5.444113998	7.4674653643	4.8853285727
1376496_at	6.2882493523	3.4131223443	4.0543089147
1376497_a_at	6.697160659	6.4725569987	6.3746390127
1376498_at	6.0661064687	8.09293926	8.0678311673
1376499_at	3.488934919	5.653338682	3.7202333603
1376500_at	6.8873074453	8.756727955	6.8035878817
1376501_at	8.0959924057	3.854145867	6.283891476
1376502_at	6.4033597457	6.323989387	6.087138521
1376503_a_at	3.890757283	3.434435498	4.0474360247
1376504_at	7.0983595047	8.237064527	6.205468437
1376505_at	5.8633596463	4.8937426747	4.619960631
1376506_at	3.040111691	2.7961331177	2.774551425
1376507_a_at	4.2506228577	3.6516669627	3.604253893
1376508_at	3.4267606733	2.9634565687	3.066808684
1376509_at	6.0011135057	5.380747357	5.311550949
1376510_at	5.083803677	4.34477842	4.338763403
1376511_at	4.422387492	3.743946728	3.7924514467
1376512_at	7.0169612283	5.3973448387	5.3747503953
1376513_a_at	5.050326463	4.8984198233	7.1702265373
1376514_at	5.672401677	5.1479756787	5.1169578093
1376515_at	2.839116708	2.465734811	2.5887281
1376516_at	5.7725988423	7.0209369203	5.5903683453
1376517_at	4.3665167977	3.6486885367	3.823030105
1376518_at	4.4423576887	5.147573894	4.459517859
1376519_at	7.0443019557	7.0315280903	6.8380630283
1376520_at	5.4818624613	7.8732474967	5.391224622
1376521_at	5.3111812597	4.8054829197	5.1453002507
1376522_at	4.11446294	4.314207302	3.4765206637
1376523_at	6.6000664573	7.7184968057	7.6353408153
1376524_at	4.9522526	4.9190392613	5.142053533
1376525_at	4.4855023503	4.4418037837	4.742699118
1376526_at	4.5541323807	3.8020364307	4.1221426333
1376527_at	3.6099346213	3.32469757	3.3798632567
1376528_at	6.038558491	5.6383486377	5.763133028
1376529_at	5.0103960593	4.5699573597	4.350204049
1376530_at	3.360479345	3.321696288	2.8997879657
1376531_at	6.3752649287	8.6587351703	7.3264141693
1376532_at	6.477226808	4.3761672917	5.0909265343
1376533_at	6.3863763857	6.722293995	7.6984825183
1376534_at	4.778583276	4.9342623697	6.39877807
1376535_at	6.032214416	5.621129395	5.5703620697
1376536_at	5.1197938187	5.5429916313	5.6409246603
1376537_at	7.9276653367	6.9365949737	5.8813622133
1376538_at	3.2097435833	2.7033522187	2.727643408
1376539_at	3.3628604867	3.0063326057	3.0153147977
1376540_at	3.6517406317	3.6850500637	3.9609214107
1376541_at	2.8994665377	2.6310984177	2.6221333337
1376542_at	3.029528751	2.7244171887	2.8330013353
1376543_at	4.160441177	3.440738171	3.4416722377
1376544_at	3.164702007	2.813450813	2.8779692397
1376545_at	4.8457238003	3.8644618693	3.739719286
1376546_at	8.2821179667	8.3082560567	7.2710902937
1376547_at	4.6953291523	4.072469157	4.4901949757
1376548_at	3.6986264913	3.1749639853	3.220824028
1376549_at	4.3106166607	3.9306027777	3.5836375773
1376550_at	3.5581607527	3.6270924677	4.440729302
1376551_at	3.754059344	3.1964817753	3.210096394
1376552_at	3.9825315657	3.785869855	3.626360281
1376553_at	7.6010004057	5.8037848223	7.3666568703
1376554_at	5.8959580263	5.0680826437	5.214358821
1376555_at	3.875875862	3.4239289267	3.4609528573
1376556_at	3.8919633327	3.3815813143	3.38484809
1376557_at	2.6714481583	2.4778799077	2.5234403963
1376558_at	4.3621094783	6.7118071613	4.236969455
1376559_at	6.6958432077	5.933888898	5.9419014353
1376560_at	6.899289701	7.141468177	6.033570676
1376561_at	4.6004210533	6.276209434	5.321285601
1376562_at	3.7217204467	7.9446765707	7.2484697683
1376563_at	2.615799222	2.84727039	2.6318392383
1376564_at	4.6413074923	8.1671008953	4.290256215
1376565_at	6.0483004413	8.8070720297	7.7688239427
1376566_at	5.831368008	5.715832379	5.491134678
1376567_at	7.6891314037	6.0336350057	6.7807092283
1376568_at	4.909602449	6.2485065557	8.2247917977
1376569_at	7.050095529	7.0395974727	10.34614543
1376570_at	10.38605315	10.5516516533	10.6392714667
1376571_at	7.6429409627	7.188943974	7.6611205717
1376572_a_at	8.2698581013	6.4789289133	9.4021778763
1376573_at	7.53856301	7.4191713633	8.1602110763
1376574_at	7.524858379	4.8232308403	10.56754872
1376575_at	8.8992218813	9.232172848	10.5039035233
1376576_at	8.3400152027	6.3599947113	7.3930576613
1376577_at	5.359002111	10.9049783233	4.131066709
1376578_at	7.2746174087	7.0662246783	7.8752816023
1376579_at	9.9718869667	7.383988209	7.6500444003
1376580_at	8.1509626077	7.6678700487	6.6484315233
1376581_at	7.0492597177	5.7094518917	5.7988467763
1376582_at	6.4030347273	6.6531247273	7.1766463813
1376583_at	6.1067127733	8.7857323923	8.1249792897
1376584_at	6.0737490387	9.071426441	7.545203464
1376585_at	9.09886425	8.152271683	7.9446736797
1376586_at	5.6055789703	4.8533770453	4.921390728
1376587_at	8.240878595	9.5276483757	9.0850304437
1376588_at	7.3460211167	7.7789220257	8.0239726077
1376589_at	10.0143645397	10.14639428	10.11728211
1376590_at	5.9837922223	8.931903001	5.781768637
1376591_a_at	8.766538619	6.1819975037	8.710730095
1376592_at	9.033732786	7.4636594103	7.4393924763
1376593_at	8.2491483377	9.1728593943	9.3745570677
1376594_at	6.4261476407	7.1598012263	8.4331691887
1376595_at	8.009025529	6.319064815	6.2770418557
1376596_at	7.68892266	8.3274555617	8.3525590877
1376597_at	6.315123862	7.2992960817	7.4749961927
1376598_at	6.6759514707	7.259496181	6.7017459177
1376599_at	6.448526284	6.3166194223	7.4408019453
1376600_at	8.0146123017	8.5567453433	8.7858355657
1376601_at	5.2581080557	5.7982638497	6.9532217513
1376602_a_at	7.7219053503	7.5859470387	7.6938330903
1376603_at	5.6023800013	5.2416045827	5.8170124927
1376604_at	4.1060664573	3.1355249347	3.195659457
1376605_at	8.5932025783	7.5084813587	7.347160436
1376606_a_at	9.992556535	8.759056683	9.2800876747
1376607_a_at	5.861962496	5.7765838077	5.7316572807
1376608_at	7.7397466097	7.7084900743	7.7629737303
1376609_at	8.4242829183	8.06886935	8.4572099523
1376610_a_at	6.0448046843	6.2631213787	7.824683261
1376611_at	4.7985172173	4.6640595317	5.969410334
1376612_at	6.9227849867	6.3494942897	6.7907878733
1376613_at	7.0724181903	7.933698178	7.6168803183
1376614_at	4.005208634	3.4029797977	3.2205050433
1376615_at	6.4635939757	5.104922738	7.59427995
1376616_at	9.017228119	8.524679796	8.8225690413
1376617_at	4.897673365	6.8058204903	7.826860292
1376618_at	4.4834704247	3.3705701903	3.741178201
1376619_at	9.5757371073	9.6474964143	8.9924356497
1376620_at	8.4716645053	7.4601032587	8.493389465
1376621_at	8.5006783747	8.0647464783	8.9373956497
1376622_at	7.9361403683	9.9119732187	8.9674211627
1376623_at	7.214613414	5.421822121	9.4469135833
1376624_at	6.1733659637	7.397470607	9.1193652123
1376625_at	7.786943686	5.802323255	6.9481959297
1376626_at	7.4671450043	8.0816100347	7.4901234973
1376627_at	9.1608346557	7.154678686	8.7497766777
1376628_at	6.6457705383	7.0754382563	5.8344564253
1376629_at	7.6167629483	9.1022597787	8.3734182447
1376630_at	5.8794000247	6.953896943	5.0912421823
1376631_at	5.7377241837	5.9797688053	6.639322746
1376632_at	5.350680863	5.8153127787	8.7528699783
1376633_at	5.2078571683	7.5892443043	4.3454470773
1376634_a_at	8.04875372	7.8292601747	8.227843811
1376635_at	6.1535392813	6.8128811447	5.8670776437
1376636_at	9.2622899123	8.4916647633	9.8817288183
1376637_at	3.266836008	9.8454588383	5.0367542043
1376638_at	6.1053103367	6.4819244353	6.0846918803
1376639_at	7.7936958703	7.6347681473	6.665285859
1376640_at	5.996477686	8.8366352577	9.6018500967
1376641_at	8.3394935843	8.4466334097	8.64115737
1376642_at	7.2304950353	5.5627268823	4.90781225
1376643_at	5.3324268363	6.100036723	6.063738319
1376644_at	6.6568755523	6.4634660367	6.4571244957
1376645_at	5.0426367913	6.6635612273	8.1972565353
1376646_at	6.562633193	4.995986141	8.383805818
1376647_at	5.7015150223	4.7631453037	4.7936350127
1376648_at	4.0226663433	4.974741715	4.8846280297
1376649_at	7.6031161673	7.6885664683	8.2362910203
1376650_at	8.4497337387	7.6615132237	8.191780917
1376651_at	8.2481355273	7.573596889	7.1489924233
1376652_at	9.4989762883	7.8140005823	7.844203922
1376653_at	7.4177052473	7.892617127	7.6728380683
1376654_at	3.8267536957	9.2908679973	3.9439836703
1376655_at	8.188845162	10.1884100133	9.1332727617
1376656_at	6.879608801	8.4011624663	7.4511518237
1376657_at	7.6664416137	9.4923384907	10.1298277433
1376658_at	6.7718662667	6.3846709467	6.8865390063
1376659_at	7.7876477393	6.838972351	7.025035388
1376660_at	9.081070004	8.3227475773	8.999361234
1376661_at	5.2987010753	7.980546766	7.033606841
1376662_at	8.163409905	9.1175356077	9.6334995777
1376663_at	5.49211131	5.8524728317	6.2565520827
1376664_at	7.3697317197	7.738360107	7.1166969043
1376665_at	6.9510335507	9.2961245173	8.8379089367
1376666_at	8.297674082	7.12755281	7.981228476
1376667_at	5.1008245333	5.258134469	5.8495844873
